Identifier	Character	Dialogue	Filename	Line Number
DayOneEarlyNight_548ae423		How could he afford such expensive stuff?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2201
DayOneEarlyNight_d82394e4	Dy	Then you all want to go to Tsingtao for a few days.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2202
DayOneEarlyNight_24c02c9f	Dy	If I drop you all off there then chip in 80 Fabi.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2203
DayOneEarlyNight_b3989c33	Gh	That much?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2204
DayOneEarlyNight_5bca4cc1	Dy	The shit that runs this.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2205
DayOneEarlyNight_fef2a875		Da-Yu points to the truck.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2206
DayOneEarlyNight_03c3d5ca	Dy	The shit that runs this is subsidized by my employers like crazy.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2207
DayOneEarlyNight_7d516447	Dy	Lowest I'm going.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2208
DayOneEarlyNight_5a3a651e	Mw	I only got 50 on me.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2209
DayOneEarlyNight_7e7df94c	Dy	Get these two to help you out.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2210
DayOneEarlyNight_45a8a7f8	Dy	If you all went to Shanghai-Nanjing area then boy your wallets would be dry.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2211
DayOneEarlyNight_2864b13f	Dy	Anyway time to chip in.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2212
DayOneEarlyNight_a57fc5b8	fang	I can.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2219
DayOneEarlyNight_778a2b83		Ma Wen looks at me for a second with a neutral face.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2221
DayOneEarlyNight_8c5651d4		It was strange.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2222
DayOneEarlyNight_29fd162e	Mw	Thanks.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2223
DayOneEarlyNight_0fc71de2		He said it without a tone.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2224
DayOneEarlyNight_6ad0dd4f	rhetoric	Eerie.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2225
DayOneEarlyNight_57f1a1bf	correction	Agreed.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2226
DayOneEarlyNight_9845fce8	Mw	Really?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2228
DayOneEarlyNight_3928167a	fang	Sure, why not?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2229
DayOneEarlyNight_30e44450	Mw	Ma Wen looked glumly before Da-Yu took the bill into his hand.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2230
DayOneEarlyNight_bdfe299f	Gh	Let me pay for him.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2232
DayOneEarlyNight_dfedfbf7		Ma Wen looks at me with his arms crossed.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2234
DayOneEarlyNight_47a296ab		His eyes send a message to me.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2235
DayOneEarlyNight_4b9f6bd0	concept	He expected this type of behaviour from you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2237
DayOneEarlyNight_81e0c74a	concept	Maybe he thought you didn't keep grudges?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2238
DayOneEarlyNight_0ea07a7f	concept	Did this prove him right or wrong?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2239
DayOneEarlyNight_71e935d9		What he said will remain a mystery to you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2241
DayOneEarlyNight_5ecc83dd		Guo Heng passed a thin stack of small notes to Da-Yu.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2243
DayOneEarlyNight_fd79a24c		Ma Wen guiltilly watched ahead.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2244
DayOneEarlyNight_72f76186		Da-Yu took the bills Guo Heng.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2245
DayOneEarlyNight_062bba8c	Dy	Well that settles it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2246
DayOneEarlyNight_8d97dd6a	Dy	Congrats on a chance at new life.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2247
DayOneEarlyNight_5ca8b79b		He opens the door and hops in.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2248
DayOneEarlyNight_5feaba2a	Dy	I envy you guys.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2249
DayOneEarlyNight_d350a407_1	Gh	Why?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2250
DayOneEarlyNight_313bae1c	Dy	You get to feel the cool breeze and open air space around it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2251
DayOneEarlyNight_e06dd9f7	Mw	We're going to be in the back?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2252
DayOneEarlyNight_c0f9713d	rhetoric	He means "Are you fucking serious?".	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2254
DayOneEarlyNight_fbe66d94	Dy	It's not that bad.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2255
DayOneEarlyNight_7eedb51e	Dy	Like I said.. I really do envy you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2256
DayOneEarlyNight_3a2933fb	Dy	Very few people get to experience moving on the road in a vehicle	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2257
DayOneEarlyNight_94f3f1a5		He takes a puff of his cigarette again,	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2258
DayOneEarlyNight_d62e530f	Dy	and even fewer while watching what they leave behind.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2259
DayOneEarlyNight_12232b3f	Dy	When I start this thing up give this place a formal farewell.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2260
DayOneEarlyNight_d8f0b377	Dy	Who knows what will happen to it or you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2261
DayOneEarlyNight_79f9b419		What a depressing thought.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2262
DayOneEarlyNight_0250264c		I walk around to the back with Guo Heng and Ma Wen.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2263
DayOneEarlyNight_ab98486d		It's dark and full of stock.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2264
DayOneEarlyNight_753ff4fc	logic	Maybe he sneaks stuff from his deliveries?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2266
DayOneEarlyNight_3bc6c3e2	logic	A packet of cigarettes or maybe that pocketwatch would take a year or so to earn.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2267
DayOneEarlyNight_9511a452	logic	That wouldn't explain why his clothes are so western.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2268
DayOneEarlyNight_99d32a89	logic	He'd been caught and fired by now.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2269
DayOneEarlyNight_70a2aeee	Gh	Get on Fang.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2273
DayOneEarlyNight_0529d76a		Ma Wen still looked pissed.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2275
DayOneEarlyNight_8f7087b5		He just stared me down from atop of the open backdoor of the truck.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2276
DayOneEarlyNight_040b7269		I grab the cold bars at the side of the back and hop on.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2277
DayOneEarlyNight_bad50560	Gh	Surreal?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2278
DayOneEarlyNight_53d89823	fang	Yeah	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2279
DayOneEarlyNight_a8eb4c0c		Ma Wen just lies against the wall of the truck and stares up at the black roof.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2280
DayOneEarlyNight_f670db73		To a new life	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2281
DayOneEarlyNight_658d1014	Gh	Fang, get up.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2288
DayOneEarlyNight_c90e0141		I try to adjust my eyes again.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2289
DayOneEarlyNight_e8493f97		It's dark and there aren't any silhouette's even.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2290
DayOneEarlyNight_1a6a5e90	Gh	We're nearing Tientsin.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2291
DayOneEarlyNight_b31ded1b	Gh	Pretty much whatever is left of Hsi-Ku arsenal.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2292
DayOneEarlyNight_72d3baa8	Mw	They turned that place into a school didn't they?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2293
DayOneEarlyNight_3afd6566		Ma-Wen slept in a way in which you couldn't tell if he was actually awake.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2294
DayOneEarlyNight_9f53c80f		At least he looked peaceful.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2295
DayOneEarlyNight_81ae2120	Gh	Yeah.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2296
DayOneEarlyNight_c56b1399	Mw	That arsenal would be really handy right now.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2297
DayOneEarlyNight_49684785	Dy	30 minute stopover.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2298
DayOneEarlyNight_32aecb1a		I rub my eyes and look over as the empty street.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2299
DayOneEarlyNight_df111ad5	fang	It's too dark to go out.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2300
DayOneEarlyNight_8c4d1285	Mw	Just go and get your shit done.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2302
DayOneEarlyNight_4bb283ff	Mw	We don't wanna be bombarded any minute now.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2303
DayOneEarlyNight_b1617ca1	Dy	We passed a skirmish a while bacm while you all were napping.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2304
DayOneEarlyNight_98d912a1	Dy	At least an area reported to be hosting one.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2305
DayOneEarlyNight_f38e91c3	Dy	Didn't see or hear anything.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2306
DayOneEarlyNight_54d7e70d	Gh	Unsettling...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2307
DayOneEarlyNight_2c88afd6	Dy	We just unloaded a whole deck of alcohol into a dogdy cellar while you slept.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2308
DayOneEarlyNight_c03f81b6	Dy	Up ahead I know some headquarters where you can get some information on that "friend" of yours.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2309
DayOneEarlyNight_39b81c1a		This street was lit up with a few lanterns unlike the other roads we had been crossing throughout the night.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2310
DayOneEarlyNight_b13ecf38	Mw	It seems we're in town.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2311
DayOneEarlyNight_38a19dfc	Gh	I think it's the Kuomintang officers inspecting people or capturing them for forced consription.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2312
DayOneEarlyNight_d8382f55	Gh	We shouldn't let them see us.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2313
DayOneEarlyNight_8ac1b15a	Mw	You're right.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2314
DayOneEarlyNight_7ec133d3	Mw	I'm in no fucking mood for war.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2316
DayOneEarlyNight_c00b984f	Mw	Or taking some lives that I've never met or had beef with.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2317
DayOneEarlyNight_c990d109		Me and Guo Heng looked at Ma Wen curiously.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2318
DayOneEarlyNight_e3dcf26f		He glanced at us and leaned back.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2319
DayOneEarlyNight_0a74b7bc	Mw	What?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2320
DayOneEarlyNight_00f81223	Mw	I'd rather shoot my dad.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2321
DayOneEarlyNight_01dbffc8		Guo Heng visibly winced on hearing this.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2322
DayOneEarlyNight_a5f37510	Mw	I don't involve myself with this noble crusade.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2323
DayOneEarlyNight_7c57ad11	Mw	Fuck Bushido, Japanese pigs.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2325
DayOneEarlyNight_f8095082	rhetoric	That's pretty racist.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2326
DayOneEarlyNight_afedce6b	rhetoric	Is it personal? or is he a left sympathiser?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2327
DayOneEarlyNight_3f0b59ed	perception	He whispers this expecing the wind to whisk it away into the night sky never to be heard again.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2328
DayOneEarlyNight_1f52610d	perception	Seems he was wrong.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2329
DayOneEarlyNight_208acd6e	concept	What do you make of this?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2331
DayOneEarlyNight_05dd705d		Ma Wen is right!	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2334
DayOneEarlyNight_a081576e		They want our vast resources to power themselves and their economic interests!	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2335
DayOneEarlyNight_c1945083		They really are pigs that graze in the wrong place.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2336
DayOneEarlyNight_0e9235c9	concept	Imperialism and capitalism is the problem for this aggression.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2337
DayOneEarlyNight_1bbd7459		The current government is so incompetent and unprepared for war.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2339
DayOneEarlyNight_84a8e649		They divide the nation and make a joke of democracy.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2340
DayOneEarlyNight_c1dcc7aa		A powerful military and a strict authority need to unite this fractured country.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2341
DayOneEarlyNight_5794e502	concept	Fascism will fix our problems. They wil unite us under order.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2342
DayOneEarlyNight_cc904c7b		Differing views can divide the cooperation between our group.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2344
DayOneEarlyNight_54af1824		We need to brush aside our differences.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2345
DayOneEarlyNight_363eda45	concept	There's no incentive to pick a side.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2346
DayOneEarlyNight_4f5fa1c7		All this political rhetoric and demagogic thought is confusing.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2348
DayOneEarlyNight_de054582		Makes my head spin to focus on this any longer.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2349
DayOneEarlyNight_721eca9e		Forget it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2350
DayOneEarlyNight_1c09eb86	concept	Politics is too much. Focus on what matters.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2351
DayOneEarlyNight_6f263e15	Mw	Will you guys ever participate in this bullshit?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2352
DayOneEarlyNight_d6e54d23	Gh	Why would I orphan my brother? I have a reason to live.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2353
DayOneEarlyNight_58505b8f	Mw	What about you? A coward? Some shitty wise martyr?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2354
DayOneEarlyNight_cbdb9793	Mw	Why? Cause you like hurting people?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2358
DayOneEarlyNight_90f99a31		Guo Heng just kept gazing at us two.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2359
DayOneEarlyNight_d350a407_2	Gh	Why?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2361
DayOneEarlyNight_d9cf1258	Gh	All that bloodshed?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2362
DayOneEarlyNight_5f3e8d54	Mw	Probably cause you're a coward right?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2374
DayOneEarlyNight_64b123c6		Guo Heng made a faint smile that you could make out in the dark.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2375
DayOneEarlyNight_a0f75888	Mw	Why? Something about your beliefs?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY ONE[7-9-37]/_1937_sino_japanese_war_bookmark.rpy	2377
Beijing_chapter_one_Day2_8_9_1937_45ca3c54		The blurred sounds merge like a bucket of different paints.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	2
Beijing_chapter_one_Day2_8_9_1937_5eadfeef		I can't event tell if my eyes are open or closed.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	3
Beijing_chapter_one_Day2_8_9_1937_c90e0141		I try to adjust my eyes again.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	4
Beijing_chapter_one_Day2_8_9_1937_e8493f97		It's dark and there aren't any silhouette's even.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	5
Beijing_chapter_one_Day2_8_9_1937_1a6a5e90	Gh	We're nearing Tientsin.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	6
Beijing_chapter_one_Day2_8_9_1937_997a7aff		Guo Heng had been awake for some time.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	7
Beijing_chapter_one_Day2_8_9_1937_edb6b6d2		Crouching near a box of liquor with a thin carpet as a blanket.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	8
Beijing_chapter_one_Day2_8_9_1937_41f9c0f7	empathy	He seems cold.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	10
Beijing_chapter_one_Day2_8_9_1937_c5214edb	empathy	He let you two have the warm ones.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	11
Beijing_chapter_one_Day2_8_9_1937_47efa4b7	empathy	Wanna return the favour?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	12
Beijing_chapter_one_Day2_8_9_1937_a9f1e22e	logic	He might be able to handle it... can you?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	13
